,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
81217,81217,2iVKskILTl0Zoyqhm6U7EH,Ed Sheeran;Lil Baby,New Arrivals,2step,1,163449,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,pop
106464,106464,3lKN03PDeBnXZS7sDukRBt,ABBA,Arrival,"Money, Money, Money",66,186426,False,0.787,0.704,9,-6.873,0,0.0385,0.535,0.00305,0.089,0.646,120.701,4,swedish
49582,49582,7JllgrXbRbCh4ha7y15wGJ,Ransom;Mad B,Bomberman 2017,Bomberman 2017,22,161447,False,0.582,0.999,1,-3.826,1,0.0778,0.169,0.907,0.359,0.369,151.988,4,hardstyle
78008,78008,4k8oQAvQPKTYDeF9q3gLbP,Tream;HBz,Ernte 2k23,Goldmarie,0,166346,False,0.547,0.813,8,-6.425,1,0.314,0.0514,0.0,0.147,0.388,149.942,4,party
57135,57135,5jvwBfP3afteHaLNrPrUCN,Glass Animals,Herbststimmung,Heat Waves,1,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie
1054,1054,31p1i3XDY9W8ORcDXmA17Q,BaianaSystem,Invisível,Invisível,36,195040,False,0.725,0.618,9,-9.842,0,0.046,0.325,0.000133,0.384,0.479,112.681,5,afrobeat
9572,9572,5Bo0ayLXkp6ttsjCWJvOHJ,Fresno,Redenção,Uma Música,44,194040,False,0.606,0.921,1,-3.111,1,0.0299,0.0479,0.0,0.106,0.681,125.073,4,brazil
39649,39649,03uztFv42YM1uKEx6wwJcq,Frei.Wild,Rivalen und Rebellen,In 8 Minuten um die Welt,42,228240,False,0.447,0.977,7,-1.504,1,0.0871,0.0414,0.0,0.305,0.579,159.967,4,german
77694,77694,2BzMlJTBBW84GJi9XaqXFb,Só Pra Contrariar,O Samba Não Tem Fronteiras,Dói Demais,44,271106,False,0.686,0.552,7,-10.583,1,0.0308,0.233,0.0,0.0955,0.594,112.214,4,pagode
56807,56807,3fZ31KU4L6HjkiFBVH7rz9,Devin Kennedy,SunDayDreams,Hurt U,59,172493,False,0.678,0.558,2,-8.235,1,0.0526,0.573,0.0,0.105,0.574,147.98,4,indie-pop
95123,95123,2Qx9yW1HKfX04jXSAbteiK,Rumbavana,Pa Que Lo Goces Con Ganas,El Capitolio,37,360320,False,0.786,0.702,0,-6.742,1,0.0456,0.511,0.0,0.12,0.696,104.03,4,salsa
78804,78804,0s3lqGsA4ExV5nscjTHV7h,NIC,Sweet Caroline,Sweet Caroline,24,241053,False,0.712,0.969,1,-4.12,1,0.0581,0.029,9.35e-05,0.216,0.722,137.995,4,party
14741,14741,2AW8dwJEdOfumSVNwxfeIg,John Williamson,Mallee Boy,Three Rivers Hotel,31,189733,False,0.582,0.195,2,-15.76,1,0.034,0.806,0.0,0.111,0.525,167.202,3,children
6620,6620,6V9fwWqx73QvjzkAjRL3Z9,Myrkur,M (Deluxe Version),Skaði,18,269173,False,0.303,0.942,1,-7.476,1,0.0545,2.45e-05,0.835,0.253,0.0387,139.148,4,black-metal
76291,76291,375vJOYx5CuSBDXLnT9r1v,José Carreras;Plácido Domingo;Luciano Pavarotti;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,The Three Tenors - In Concert - Rome 1990,"Turandot / Act 3: ""Nessun dorma!"" - Live",24,210160,False,0.201,0.494,2,-10.568,1,0.0547,0.956,0.00709,0.696,0.204,77.92,4,opera
88444,88444,5mVW4nXaUzd8bRn0MWQb9H,Yandel;Sebastian Yatra;Manuel Turizo,Fiesta Reggaeton 2010s,En Cero,1,223586,False,0.733,0.783,9,-4.788,1,0.0386,0.156,0.0,0.286,0.634,93.018,4,reggae
57675,57675,4gA5cbfSvXAEE6cw2tGYOF,The Rare Occasions,It's You - Fresh Hits,Notion,0,195120,False,0.309,0.883,9,-3.825,1,0.0808,0.0673,0.00111,0.0849,0.312,159.488,4,indie
14653,14653,2dIpzVC9RzJIYca6fGcPTT,Patty Shukla,"Jump, Wiggle and Hop",Choo Choo Train,49,140546,False,0.847,0.801,3,-4.073,1,0.105,0.278,0.0,0.326,0.709,109.965,4,children
36171,36171,5G0oVoL309pqsvGDzhMOwx,French 79;Sarah Rebecca,Olympic,Diamond Veins (feat. Sarah Rebecca),61,240120,False,0.498,0.54,8,-10.441,1,0.0302,0.000499,0.436,0.132,0.0944,100.024,4,french
63431,63431,7ds0MBuaP47Ao1ZeG5q24w,Mrs. GREEN APPLE,Progressive,WaLL FloWeR,35,243400,False,0.397,0.86,6,-2.398,0,0.0855,8.33e-05,6.39e-05,0.0253,0.578,168.057,4,j-rock
57298,57298,02NLx3HFHZhO2X7zT5e5DH,Stevie Wonder,70s Christmas Party,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
62688,62688,0nWIJZr7nG6WOw0r4uVPNS,Ello,Taub Mumu,Gak Kayak Mantanmu,38,238426,False,0.579,0.608,7,-5.628,1,0.0265,0.347,0.00224,0.11,0.398,95.979,4,j-pop
23961,23961,6tzJUHESntwmwNBJF4R5jD,Tim Green,The Moss EP,Moss,48,533312,False,0.715,0.746,1,-8.217,1,0.0395,0.0107,0.89,0.0501,0.33,123.016,4,deep-house
76511,76511,6slRYuwqqRE8PGgiCIB6Qo,Emmerich Kálmán;Peter Alexander,Operettenfestival,Komm Zigany (auch ich war einst ein feiner Csárdáskavalier),21,255240,False,0.291,0.274,10,-13.882,1,0.0341,0.922,0.018,0.239,0.195,63.974,4,opera
76808,76808,18VNXlRteVgchjjqaTKZmm,Giacomo Puccini;Renaud Capuçon,Un violon à Paris,"Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)",50,121013,False,0.294,0.17,8,-14.452,1,0.0378,0.924,0.885,0.0971,0.122,89.231,3,opera
97116,97116,7JOl4HmhTe7GSBKwXxjQsk,Pixote,Ressaquinha,Rara beleza,0,256933,False,0.472,0.726,6,-6.012,0,0.0742,0.306,0.0,0.184,0.663,168.561,4,sertanejo
57090,57090,46elU7IBKWf55D5sjHGqO7,Joi Barua;Suraj Jagan,Zindagi Na Milegi Dobara,Dil Dhadakne Do,61,230318,False,0.778,0.599,2,-4.758,1,0.032,0.0705,0.0,0.59,0.949,116.951,4,indie
64658,64658,7kSaXrHANOFv8iXgh2gvgA,Brad Mehldau,"Progression: The Art of the Trio, Vol. 5",The Folks Who Live on the Hill - Live,42,590666,False,0.422,0.0793,3,-23.268,1,0.0487,0.958,0.878,0.713,0.119,139.312,1,jazz
23389,23389,5pqH6aEfTKoFCr7IE6urm3,HUGEL;Amber Van Day,Mamma Mia (feat. Amber Van Day),Mamma Mia (feat. Amber Van Day),50,122009,True,0.833,0.826,5,-6.384,0,0.203,0.0958,0.0,0.263,0.565,125.885,4,deep-house
97333,97333,6GkUCsN1tEH24jobKl0yP7,Jorge & Mateus,Jorge & Mateus Ao Vivo Em Goiânia (Ao Vivo Em Goiânia / 2007),Do Brasil A Argentina (Tô Indo Te Buscar) - Ao Vivo Em Goiânia / 2007,49,200000,False,0.443,0.816,7,-5.475,1,0.0655,0.209,0.0,0.962,0.554,123.972,4,sertanejo
62249,62249,4tA1UpSB34EiIZZPQBeIdD,Jamie Cullum,Weihnachtslieder 2022,It's Christmas,0,180626,False,0.534,0.533,5,-6.161,0,0.047,0.5,0.0,0.0875,0.478,136.854,4,j-pop
79292,79292,5m7z3tMjKarWkLZZfD6vln,Instrumental Worship Project from I’m In Records,Adoração (Instrumental),Digno É o Senhor,38,342738,False,0.521,0.0693,8,-15.973,1,0.0335,0.99,0.848,0.105,0.117,135.629,4,piano
98380,98380,1L5N8gNwYHRiJFzHDocJgC,Brent Carver,Parade (Original Broadway Cast Recording),Leo's Statement: It's hard to speak my heart...,26,164066,False,0.295,0.124,9,-15.806,1,0.0439,0.934,0.0163,0.0936,0.108,83.077,3,show-tunes
103687,103687,2Wpd1YisvMca7GvMFvxwCR,Olivia Dean,Weihnachtslieder 2022,Merry Christmas Everyone - For Nest Audio Sessions,0,154133,False,0.592,0.249,9,-8.86,1,0.0402,0.834,0.00125,0.113,0.155,90.521,4,soul
100575,100575,4vW456zW9nTIjlPPiA1kBU,Los Auténticos Decadentes,Somos (En Vivo),Los Piratas - En Vivo,36,189651,False,0.53,0.895,1,-5.928,0,0.208,0.0314,2.51e-06,0.936,0.629,141.172,4,ska
63251,63251,45jGOHwYKgsRYbAJ8DR61d,Motohiro Hata,青の光景,ひまわりの約束,61,308146,False,0.523,0.445,10,-6.359,1,0.0329,0.188,0.0,0.18,0.336,78.957,4,j-rock
109047,109047,5ZNIGfSGiAWJ80MPJTGWO4,Duke Dumont,pov: it's 2020,Therapy,0,220476,False,0.522,0.889,4,-5.646,0,0.0432,0.00249,0.00109,0.115,0.124,125.987,4,techno
39113,39113,1CA7vGI9qwXrS5oe9lJYBH,CRO;Claudia Valentina,Frühstücksmusik Herbst/Winter 2022/2023,HIGH,0,168093,False,0.822,0.577,6,-6.581,1,0.0582,0.347,0.00762,0.116,0.79,107.894,4,german
73825,73825,0QSeDxtLfvZDha1gZ9Ft32,Pappenheimer;Toxic D.N.A,Burn In Hell,Burn In Hell,17,364547,False,0.648,0.842,11,-8.391,0,0.0738,0.00145,0.839,0.109,0.109,144.994,3,minimal-techno
110376,110376,6yf6FF8BxqLqEr87RFY96m,Armin van Buuren;AVIRA;Chicane,Offshore,Offshore,52,199680,False,0.533,0.949,5,-5.978,0,0.0399,0.00111,0.903,0.129,0.353,125.008,4,trance
27104,27104,1jJiM8kiIRSZ95xhLmoQZr,Delta Heavy;Koven,FEEL,FEEL,52,220711,False,0.45,0.914,9,-0.513,0,0.0376,0.0121,0.000402,0.121,0.424,174.087,4,drum-and-bass
40874,40874,6yB5LinokjQjvOmEnb7usV,Marcelo Markes;Isaias Saad,Vem Com Tua Glória (Ao Vivo),Vem Com Tua Glória - Ao Vivo,39,432479,False,0.319,0.825,0,-4.296,0,0.0522,0.0685,0.0,0.341,0.0743,126.968,4,gospel
99682,99682,5HWgP11CJLvBBQtMWkDdjd,Sophie Pecora,Overthinking,Overthinking,50,216000,False,0.745,0.573,0,-9.606,0,0.0789,0.558,0.0,0.104,0.479,100.041,4,singer-songwriter
96228,96228,4F3GHDGt4yznPzdn9ScHYq,Exaltasamba,Ao Vivo Na Ilha Da Magia,Jeitinho Manhoso / Sincera - Live,43,255520,False,0.657,0.705,7,-8.061,1,0.0409,0.68,0.0,0.912,0.717,96.078,4,samba
49757,49757,0CzPhO9PmPDb3awahdYY6A,Retrospect,You Make Me Dance,You Make Me Dance,20,262451,False,0.561,0.945,10,-6.953,1,0.119,0.00204,0.226,0.377,0.53,155.035,4,hardstyle
53181,53181,3ksIpMf8hNYWAyTiMZJ6Xb,MEDUZA;Goodboys,Beginner Ride (Mixtape Vol. 1),Piece Of Your Heart,0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,house
59646,59646,37wvBoiwNJLt6cNYggIIFF,Najand,The November Revolution,Moghabele Divare Ghanoon,0,60053,False,0.309,0.487,2,-8.803,0,0.0365,0.186,7.56e-05,0.386,0.362,87.827,1,iranian
22087,22087,3Ky8IzV8IVSwijtaTWB2SK,Slayer,Seasons In The Abyss,Seasons In The Abyss,59,397826,False,0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,4,death-metal
68487,68487,4HfNjXo5cFstSBOddIjOwT,Kevin Roldan;Wisin,Queda poco para la PAES 2.0,Deseo,0,219853,False,0.708,0.788,1,-3.745,1,0.122,0.119,1.51e-05,0.0543,0.697,178.039,4,latino
112350,112350,0JZv3A589Gt4wFSHxOYWxq,Ilkan Gunuc;Emrah Turken,My Name Is Tokyo,My Name Is Tokyo,50,172216,False,0.712,0.81,4,-3.659,0,0.0344,0.000624,0.326,0.0725,0.393,119.988,4,turkish
36946,36946,2tNoqTnNZrOU8jRvyqyu0Y,Zuukou mayzie;Tom Hardy,Le film : Le commencement,Aniki mon frère (part. 1),32,41181,False,0.565,0.524,3,-12.296,0,0.171,0.912,2.28e-05,0.297,0.408,90.862,4,french
46056,46056,0NNHOCC22cpLt3fDF6t88l,Gammer;Staysick;Nytrix,Replay The Night (feat. Nytrix),Replay The Night (feat. Nytrix),40,231700,False,0.583,0.991,3,-0.311,0,0.197,0.000982,0.00256,0.276,0.249,149.961,4,happy
47056,47056,7wdwIaXUuzlu1grzWMFRJm,Ghost,[MESSAGE FROM THE CLERGY],Mary On A Cross,75,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,hard-rock
34520,34520,2ahgiL1Ok30MbkZOqIHqeX,Fossils,"Fossils, Vol. 2",Keno Karle,36,412030,False,0.587,0.525,4,-4.899,0,0.0276,0.552,0.0,0.125,0.152,72.516,4,folk
96395,96395,1WsPeKmEE0NSgq6F3y2Ot6,Belchior,2 é Demais,Medo de avião,41,145560,False,0.43,0.708,7,-5.595,1,0.0309,0.402,0.0,0.407,0.552,86.033,4,samba
6156,6156,6fW1NMUoNYqJNPeQ6oCtpy,Imperialist,Zenith,The Maw,21,327656,False,0.438,0.947,9,-6.562,0,0.0692,1.76e-06,0.897,0.185,0.151,119.952,3,black-metal
86815,86815,3c1WpbybMEVzpwWGJ4PKQL,Starlit,The New Beginning,Berhenti Berharap,36,215183,False,0.357,0.924,4,-6.677,0,0.0837,0.0251,0.000532,0.248,0.501,184.905,3,punk
60933,60933,0Cm9bwXiYFyOKctSPZ682R,Vybz Kartel,Jamaican Style,Tic toc,18,70813,False,0.551,0.816,10,-8.669,0,0.357,0.46,0.0,0.393,0.879,87.182,3,j-dance
19865,19865,59kHPbwyyCApYA8RQQEuXm,Alan Jackson,A Lot About Livin' (And A Little 'Bout Love),Chattahoochee,72,148160,False,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,4,country
65127,65127,6MMB9EotY47IvE71cdiKS5,Jack Harlow;Drake,New Grooves,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,k-pop
69391,69391,2W8yX9AI9tWQjiUmaTK0Uu,Gersson Edinbaro,Enna Marakkaadheenga,Enna Marakkaadheenga,31,235909,False,0.766,0.638,7,-7.881,1,0.0317,0.414,0.0,0.18,0.821,131.993,3,malay
89723,89723,62vDrkBEyJYEOFj1ScBqM7,Becky G;Natti Natasha,MALA SANTA,Sin Pijama,67,190160,False,0.788,0.745,11,-4.417,0,0.0448,0.352,4.56e-05,0.0973,0.79,94.002,4,reggaeton
101808,101808,4VdLOyYe6ZEyLx0LbYdyvy,Cameron Sinosa,Querencia,Querencia,59,194648,False,0.17,0.00316,5,-38.615,0,0.0422,0.991,0.931,0.111,0.0946,70.964,3,sleep
87902,87902,6S1G1YciJfoW5wRzMio6Ll,Agnes Nunes;Neo Beats,Hiroshima,Hiroshima,41,216033,False,0.698,0.358,2,-9.843,0,0.151,0.396,0.0,0.356,0.3,107.052,4,r-n-b
95141,95141,3xWJ11akdjM3t9Z9Zpevwj,Maelo Ruiz,Amor Y Sentimiento,Quiero Amarte,38,259575,False,0.598,0.674,2,-7.761,0,0.0412,0.483,0.0,0.332,0.862,159.847,4,salsa
72014,72014,6sIbv1oWOuma2qV907MUbk,Bring Me The Horizon;Nova Twins,POST HUMAN: SURVIVAL HORROR,1x1 (feat. Nova Twins),67,209598,True,0.452,0.937,1,-3.346,0,0.161,0.000209,3.61e-06,0.606,0.604,164.032,4,metalcore
50195,50195,7BKiJSMDDW9EhK9sQhgT6P,OConnor,Naturaleza Muerta,Pagando por tu actitud,28,187332,False,0.492,0.929,2,-6.697,1,0.0561,0.00108,0.0165,0.272,0.173,143.978,4,heavy-metal
10180,10180,6qiMP3Tp76AWK6l6DQO7zf,Stanton Warriors;Rodney P,Dip and Get Low,Dip and Get Low,18,342200,False,0.778,0.86,0,-9.231,1,0.0469,0.000622,0.79,0.11,0.75,131.983,4,breakbeat
10361,10361,5AjUSWK2RtYPxPIXYElrBA,Plump DJs,Plumpy Chunks,Electric Disco,14,348978,False,0.75,0.765,1,-6.777,1,0.0542,0.0012,0.779,0.128,0.456,130.066,4,breakbeat
45715,45715,5x3jmw4Exk3mM1CCFd1Bq8,Dúo Ayacucho,Torcaza,Paloma del Alma Mía,23,296565,False,0.581,0.509,9,-4.286,0,0.0311,0.754,0.0,0.131,0.31,71.381,5,guitar
76760,76760,2zGKXiqO0irUZWBL1OJFUy,Luciano Pavarotti;The Corrs,Pavarotti & Friends For The Children Of Liberia,'O Surdato 'nnamorato,19,221026,False,0.4,0.689,10,-7.089,1,0.0618,0.781,4.49e-06,0.973,0.418,122.28,4,opera
64339,64339,6rNRgbmgG6Ge9BOpXR9PNt,Nat King Cole,pov: you saw mommy kissing santa claus,Deck The Halls,0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz
108681,108681,4dfnYLge2MvEscoZsILeS4,Juan D'Arienzo and his Orchestra,"The History of Tango / El Rey del Compas / Recordings 1935 - 1937, Vol. 1",El Flete,18,178240,False,0.883,0.341,9,-4.742,1,0.0583,0.965,0.76,0.0549,0.795,132.616,4,tango
73816,73816,5oPxB39cGr0cn2GjSzrSt2,Alan Fitzpatrick,U Said U,U Said U,18,395775,False,0.68,0.651,10,-9.841,0,0.0525,0.0241,0.922,0.114,0.311,126.988,4,minimal-techno
65018,65018,6m1TWFMeon7ai9XLOzdbiR,BTS,Love Yourself 轉 'Tear',FAKE LOVE,76,242333,False,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop
78738,78738,4jVuGl8cpREZPuFoK6gNa8,Höhner,Wir sind für die Liebe gemacht (Deluxe Edition),Wir halten die Welt an,26,189840,False,0.671,0.697,7,-5.339,1,0.0333,0.303,0.0,0.225,0.796,129.019,4,party
108338,108338,71wzlKHB4nk5DyteVLvnDW,Carlos Gardel,Los Exitos De Sus Peliculas,Mi Buenos Aires Querido,22,162586,False,0.448,0.188,6,-8.918,1,0.115,0.983,0.0,0.107,0.363,79.022,3,tango
32070,32070,0BGTbX2jK9LHO4G9V7BdKv,Otnicka;ONEIL,Flight,Flight,0,193200,False,0.711,0.642,4,-7.885,0,0.0459,0.574,0.88,0.101,0.125,100.011,4,electronic
9310,9310,2hRNxkgCScd5yxbTsrGQR4,Charlie Brown Jr.,Acústico (Ao Vivo),Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,48,282333,False,0.544,0.596,1,-10.325,0,0.059,0.226,1.17e-05,0.989,0.794,80.96,4,brazil
49707,49707,1vCQ1gFbCTblVLXe39llX3,Ran-D;Alpha²;Bass Chaserz,The Remix EP,The New Shit (Bass Chaserz Remix),20,240400,True,0.418,0.994,9,-3.446,1,0.356,0.0912,0.00235,0.0684,0.169,150.131,4,hardstyle
93766,93766,6AcWIZ1qNMpxpapcUIb5uj,Владимир Бунчиков,Севастопольский Вальс (1943 - 1961),"Это мы, молодежь",0,172963,False,0.495,0.535,3,-10.856,0,0.0457,0.914,0.0,0.347,0.368,122.722,4,romance
60069,60069,4SDeatb7hVoFT8WAv0ZmMQ,AmPm;Michael Kaneko,Best Part Of Us,Best Part Of Us,36,241040,False,0.76,0.679,10,-7.966,0,0.0354,0.142,0.0814,0.101,0.598,113.989,4,j-dance
56671,56671,6xiGRIgBOsQPdzYfiHDESZ,When Chai Met Toast,Believe,Forever,41,229161,False,0.607,0.737,11,-7.55,1,0.047,0.12,0.169,0.256,0.697,77.493,4,indie-pop
98340,98340,6dEIIiXRsvXlO7Gy1VdP9q,25th Annual Putnam County Spelling Bee Original Cast,25th Annual Putnam County Spelling Bee (Original Broadway Cast Recording),Woe Is Me - Reprise,27,60240,False,0.626,0.0752,5,-13.282,1,0.0431,0.955,0.00743,0.362,0.357,94.626,4,show-tunes
110162,110162,3d2wjKvGWCpXexbOZnW0fS,Sajanka;WHITENO1SE,Anima Mea,Anima Mea,38,382451,False,0.596,0.86,6,-5.593,0,0.0958,0.0602,0.656,0.0876,0.365,155.041,4,trance
48301,48301,3oairMMtNVnUppKwroxou4,Busta Rhymes;Mariah Carey;Flipmode Squad,It Ain't Safe No More,I Know What You Want (feat. Flipmode Squad),63,324306,True,0.658,0.771,4,-4.318,1,0.271,0.016,0.0,0.654,0.516,85.949,4,hardcore
70590,70590,1FYDHcFBASKDxhjkLLbh5X,Fan Yi Chen,不說出的溫柔,放生,53,273093,False,0.548,0.604,8,-5.379,0,0.0349,0.453,2.45e-05,0.19,0.26,137.852,4,mandopop
75249,75249,2hNrGnVySzBMqIQxhklek1,Jim Brickman,Destiny,Crossroads,25,186760,False,0.382,0.298,0,-14.659,1,0.0456,0.952,0.855,0.119,0.382,113.749,4,new-age
82298,82298,6JDbQMoHuwu6iQgbX3ouTw,The Lillingtons,Death By Television,Murder On My Mind,27,123506,False,0.434,0.933,1,-5.095,0,0.0321,4.07e-05,0.808,0.331,0.764,125.228,4,power-pop
45977,45977,40E77lnPNrVmN6kl8ha8Uu,Claudio Estrada,El Último Trovador,Contigo,20,166346,False,0.694,0.022,7,-29.062,1,0.0609,0.787,0.000105,0.117,0.519,106.484,4,guitar
45817,45817,2vNEqML3WCB2kvUBca4RFA,Gilberto Puente,Historia de Amor,Estrellita,20,126773,False,0.608,0.23,0,-14.903,1,0.0538,0.937,0.905,0.121,0.296,100.217,4,guitar
102705,102705,5uBxWyHmRbUCzJ87E34MP8,Hayd,Lost,Lost,58,181730,False,0.386,0.168,8,-14.768,1,0.0367,0.938,0.00995,0.0819,0.312,126.473,4,songwriter
89117,89117,5Tj1ohvoTgMyk5KyatzI88,J Balvin;Bad Bunny,Feliz Cumpleaños con Perreo,QUE PRETENDES,2,222346,False,0.639,0.791,10,-4.443,0,0.254,0.0275,0.0,0.362,0.933,92.603,4,reggaeton
52672,52672,3J8HX3rVxIJyy0SW34he97,George Jones,Alone Again,Diary of My Mind,11,267466,False,0.546,0.289,9,-14.041,1,0.0284,0.705,0.0,0.0867,0.553,96.981,4,honky-tonk
13773,13773,3f1q6bnC82qytVpsrjMeEM,Alinka,Universal Motion EP,Emotion 2 Emotion,5,363750,False,0.748,0.843,11,-8.09,0,0.0507,0.00102,0.896,0.0569,0.286,128.014,4,chicago-house
65803,65803,2QYNXDeUEFQJnvnY8VoVnP,Anuradha Paudwal;Udit Narayan,Aashiqui,Mera Dil Tere Liye,46,274920,False,0.484,0.754,11,-7.918,0,0.0663,0.726,0.00382,0.392,0.576,80.368,4,k-pop
23070,23070,4bQPTF342jVUgisDgJGMDo,Ilkan Gunuc;Emie,Plain Jane,Plain Jane,57,208200,False,0.82,0.857,0,-6.764,1,0.0567,0.112,0.000256,0.0757,0.686,100.025,4,deep-house
48371,48371,06Lrz6eyIROUC8JM0MylSO,Bayside,The Walking Wounded (Gold Edition),Carry On,34,241266,False,0.506,0.943,8,-5.23,1,0.104,0.000111,0.0,0.119,0.273,124.92,4,hardcore
47919,47919,1FPSkRkDlthbAceSIIWc4C,Metallica,Master Of Puppets (Deluxe Box Set / Remastered),Welcome Home (Sanitarium) - Remastered,59,387146,False,0.306,0.766,0,-9.693,1,0.0329,0.000324,0.101,0.102,0.42,96.668,4,hard-rock
5392,5392,5wqFGXrd6gHaDcVMY5DDbd,Samuel Kim,Star Wars: The Dark Side Collection,Duel of the Fates - Epic Version,55,177153,False,0.423,0.638,7,-8.435,1,0.057,0.717,0.832,0.102,0.143,150.159,4,anime
74392,74392,6AoAX13belfN3ZBcOSQKm8,Roupa Nova,Roupacústico (Ao Vivo),Meu Universo É Você - Ao Vivo,43,249640,False,0.364,0.819,0,-7.853,1,0.0463,0.213,0.0,0.989,0.599,157.704,4,mpb
76772,76772,4BD6nJHL2wlybO4Sxe4Wkb,Filippa Giordano,Filippa Giordano,"Vissi d'arte - From ""Tosca""",20,179013,False,0.258,0.222,4,-12.497,0,0.0357,0.914,0.000101,0.0644,0.102,75.832,4,opera
74471,74471,09JXaSiRy6XDlqfWKHEduT,Sandy,Meu Canto (Ao Vivo No Teatro Municipal De Niterói / Edição Especial),All Star - Ao Vivo No Teatro Municipal De Niterói,41,208106,False,0.453,0.558,9,-8.723,1,0.0392,0.724,0.0,0.876,0.324,159.91,4,mpb
60310,60310,7JrmyAdiFFhMiUUUMnJDBG,Kraff Gad,Pain,Pain,23,211278,True,0.628,0.591,9,-7.857,1,0.503,0.316,0.0,0.11,0.197,96.467,4,j-dance
58414,58414,2BDC0Tgu6x812J4qq5ddR3,The Sickest Squad;Andy the Core,Fake Drop,Fake Drop,26,142200,False,0.482,0.834,11,-4.962,0,0.234,0.00282,0.295,0.0712,0.139,200.014,4,industrial
15429,15429,5j6vt3vHU22A9nuuMlRnwA,eevee,ep seeds,m i s t,57,118182,False,0.624,0.229,1,-15.698,0,0.046,0.354,0.47,0.116,0.395,130.069,4,chill
94021,94021,58wyJLv6yH1La9NIZPl3ne,Kina;Adriana Proenza,Can We Kiss Forever?,Can We Kiss Forever?,77,187931,False,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,4,sad
49823,49823,3d3v5loMgJyAhAMlh2dULp,Showtek;Noisecontrollers,Generation Kick & Bass / We Live for the Music / Loco,We Live for the Music - Noisecontrollers Remix,21,320000,False,0.575,0.88,11,-6.1,0,0.0687,0.00139,0.283,0.047,0.188,150.026,4,hardstyle
84202,84202,0FzGKD3N0jK6nNOyOJBvNG,The Beatles,Love,While My Guitar Gently Weeps,53,226756,False,0.417,0.163,5,-14.445,1,0.0369,0.676,0.000211,0.112,0.216,122.61,4,psych-rock
113995,113995,2C3TZjDRiAzdyViavDJ217,Rainy Lullaby,"#mindfulness - Soft Rain for Mindful Meditation, Stress Relief Relaxation Music",Sleep My Little Boy,21,384999,False,0.172,0.235,5,-16.393,1,0.0422,0.64,0.928,0.0863,0.0339,125.995,5,world-music
4772,4772,6QSOIejoVt6sFkPHL4JGb5,Hammock,Far Cry 5 Presents: We Will Rise Again (Original Game Soundtrack),Now He's Our Father (Reinterpretation),33,317487,False,0.0688,0.326,0,-15.193,1,0.0412,0.792,0.756,0.114,0.0387,75.48,3,ambient
62979,62979,6qSn3UidshFbbzxhvId2wf,Creep Hyp,イト,君が猫で僕が犬,35,224906,False,0.726,0.738,0,-4.952,1,0.0243,0.23,0.000111,0.311,0.916,105.99,4,j-pop
59705,59705,6WCAbJaWy9Pg8wznLCioGb,Rojin Sharafi,Zangaar,Boloor,1,284000,False,0.422,0.887,1,-6.185,1,0.199,0.122,0.000114,0.107,0.428,118.385,3,iranian
37149,37149,3GjRgDNLC7yHdUvcIkptwt,Stevie Wonder,60s Christmas Party,Uptight (Everything's Alright) - Single Version,0,172813,False,0.577,0.749,5,-3.826,0,0.0278,0.00752,1.27e-05,0.131,0.847,134.193,4,funk
68019,68019,7708qrA9gHIrwuVf6QdjAH,Feid,Reggeaton Imperdible,Castigo,3,177280,True,0.728,0.68,8,-4.129,0,0.165,0.0865,1.06e-06,0.1,0.704,179.839,4,latino
63585,63585,2taj2EL9pQ7DeguakmFefM,Onze:20,Sei Que É Você,Sei Que É Você,35,202757,False,0.32,0.515,1,-6.379,1,0.0305,0.5,0.0,0.11,0.187,133.876,4,j-rock
47532,47532,38TKoPHawUi6MEcz7I4GKh,Charlie Brown Jr.,De 1997 A 2007,Uma Criança Com Seu Olhar,39,251794,False,0.558,0.699,5,-8.608,0,0.0362,0.0657,0.000259,0.161,0.83,152.098,4,hard-rock
